"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",49924.5588798088,7838155.74412997,0.0270312838962578,49924.5588798088,0.0150452229454981,199698.235519235,0.0214157477874331,49924.5588798088,0.0214157477874331,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"2","trend",0.276209215528888,77328954.8024377,0.266682750241473,492541.113391323,0.148431774402584,1949669.59103275,0.209083631218983,487417.397758188,0.209083631218983,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"3","season",0.321033532170904,33474.1439198681,0.000115441580522279,213.211107769861,6.42531195633962e-05,530444.675931252,0.056885176603557,132611.168982813,0.056885176603557,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"4","holiday",0.984010692963963,6848271.87827695,0.0236174920967982,273930.875131078,0.082551577429546,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"5","competitor_sales_B",0.17551973467272,153564444.790273,0.529594491230392,978117.482740595,0.294764659416415,5325492.01107283,0.571108670322431,1331373.00276821,0.571108670322431,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"6","events",0.981314676206279,1249026.1967304,0.00430749053984641,1249026.1967304,0.376405480914054,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"7","tv_S",675321.674606467,13820023.3021548,0.0476608255217709,88025.6261283746,0.0265273284278146,418854.791321837,0.0449182164638726,104713.697830459,0.0449182164638726,TRUE,0.211749818240888,0.304447357894179,16758.1735031847,2631033.24,NA,NA,0.40446500296196,0.506069312023881,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,88025.6261283746,25184.0479397808,8425.87443659612,5.2526981005207,5.2526981005207,0.190378350490174,0.190378350490174,2,FALSE,5.18152761569,0.00576553641923643,5.09766624333627,5.26611918066476,0.424288955543226
"8","ooh_S",218535.556138767,12189279.093976,0.0420369120538007,77638.720343796,0.0233971392634178,141178.573326621,0.0151400672694543,35294.6433316552,0.0151400672694543,TRUE,0.647116095129355,0.194270362866276,51213.6628450106,8040545.06666667,NA,NA,0.356738675258271,0.170574970028261,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,77638.720343796,84346.9193053389,33133.2564603283,1.51597671462704,1.51597671462704,0.659640738773498,0.659640738773498,2,FALSE,1.47706644340484,0.00821030148480911,1.35693675515272,1.59681892758235,0.736421268545013
"9","print_S",279693.882240093,5556028.48145485,0.0191609593022409,35388.7164423876,0.0106647137316233,72499.1872744892,0.0077748524188377,18124.7968186223,0.0077748524188377,TRUE,0.0459846796638374,0.032083754743734,3639.29115357396,571368.711111111,NA,NA,0.16260602656567,0.0875950677572646,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,35388.7164423876,4054.58693955749,415.295785983538,9.7240684927432,9.7240684927432,0.102837613777224,0.102837613777224,2,FALSE,9.80561086494387,0.010118246750308,9.6577597444975,9.95338677063457,0.18391330660329
"10","facebook_I",35666.8421934795,878300.825046054,0.00302897769872939,5594.27277099397,0.00168588532269583,10920.4800419882,0.00117111824092402,2730.12001049705,0.00117111824092402,TRUE,0.0260790073288395,0.0305241169532398,2063.92871190257,324036.807768703,7931316.89352431,4246971.10201491,0.0257048731421715,0.0131943574153198,1,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,"1_138_7",1,138,7,966,1,5594.27277099397,2133.10000692555,69.1712950229837,2.71049709165443,2.71049709165443,0.368936016599679,0.368936016599679,2,FALSE,1.86504945572793,0.0800631215587754,0.693445686133277,3.0326674024797,0.00683732756846361
